tag	consumer_complaint_narrative
complaint	Works well out of the box, but soon after the software updates creep in the gremlins come out.
complaint	I'm from a different country and some of the words we use aren't the same as the words in the game so we don't get some of the words right.
comment	Y'all need to have more people on this app.
complaint	Y'all need to have more people on this app.
complaint	We specifically asked for beach view but our room diş not have a view.
comment	Good guide assistant service.
complaint	Huge dislike.
comment	Out of the tourist area but close to the Metro you can get anywhere you wish in a few minutes.
complaint	Room service is poor.
complaint	Reception staff were a little unfriendly on arrival and departure.
comment	Bar and breakfast staff were lovely.
comment	Please update asap.
complaint	Please update asap.
comment	The room was clean and comfortable with a nice bathroom.
comment	This property doesnt seem to get reviewed much here, which I found odd, so hopefully this will kick things off again.
complaint	Waiters were slow in the morning serving coffee had to wait for long to get a coffee and had to ask them few times until we got served..
comment	It's a great peace of software, but it could be much better.
complaint	It's a great peace of software, but it could be much better.
complaint	- Bathtub sink was dirty
comment	Staff very helpful, especially reception.
comment	A wondereful intimate hotel in a perfect location.
comment	I logged out of it because it wouldn't retrieve my booking details which were correct as well.
bug	I logged out of it because it wouldn't retrieve my booking details which were correct as well.
comment	Great location
complaint	the review is accurate but still the mentioned resizability is not there.
comment	Easy to use and best browser ever used
meaningless	We have just returned from a two night visit.
comment	Great game!
comment	Elderly or infirm people wouldn't be able to manage the walk.
complaint	Elderly or infirm people wouldn't be able to manage the walk.
comment	Awesome hotel location with a great included breakfast, great proximity to the beach and the rooftop pool, bar and restaurant really make this hotel.
complaint	There eas a painting in the hotel, and it smells so bad ..
comment	Level 107 and waiting gor an update.
complaint	Level 107 and waiting gor an update.
complaint	Way to go Facebook for ruining a great thing.
comment	Great place when you have meetings with Honda Motor Company.
undetermined	A mystery as to why it was generated - caused confusion.
comment	Its best.
comment	The game is incredible awesome, it's my favorite game after
complaint	For many times I have struggle with syncing photos or videos and i cound't found a good way to set my Phone ringtons.
comment	Service was good.
comment	Our room had an amazing sea view.
meaningless	Gone backwards.
comment	Do not buy!
comment	Service was great, breakfast was really good, rooms were very modern/contemporary and smart.
complaint	The room was quite small and we would have much preferred to have had a second bedside lamp rather than the suitcase stand which was unnecessary.
comment	I use word ,excel and PowerPoint .
comment	ClipX is one of a few programs that I always install after getting a new PC, it can really help productivity.
comment	Special in each detail.
comment	love this game the best need for speed version
comment	It was very modern, kind of upscale IKEA.
comment	This version of PGP Desktop, 9.0.2., dates from the fall of 2005. It thus pre-dates the introduction of Windows Vista, let alone Windows 7.
comment	No complaints
complaint	The check in process was a mess!
complaint	Install failed "can't import dll"
comment	Ample access to tours outside of the city if willing to walk or take a cab about 0.
complaint	Drinks were also very highly priced.
complaint	A terrible experience
comment	The staff were lovely and very helpful, the place itself is truly gorgeous and the location is great.
comment	Beautiful default interface
complaint	Slower than a snail.
complaint	Pathetic!!!!!
complaint	Some of reception staff not too friendly.
comment	Briitiant
complaint	not good but its not fun
meaningless	This was a special anniversary for us so wanted everything to be just so.
comment	Property is fantastic.
comment	I Like Pager
comment	Beautiful default interface
comment	Try this App, you will like it
comment	Staff was verry friendly and helpful.
complaint	Full of bugs, I've lived with it for two weeks and it has only transferred 8% of my movies.
comment	It is more useful and simple.
comment	Not particularly but can play: D
complaint	The beach front is covered in coral which made it very unpleasant to walk on.
complaint	With the new update it's gone.
comment	the Flash player is so mush greater than all what i have seen.
comment	The food in the bar was delicious and the majority of staff were extremely helpful and friendly.
comment	If that's what you're into, then it's super fun, if your look g for more then still try it out, but it may not satisfy you.
comment	Breakfast is adequate but not great.
complaint	Beech pool was under construction but not mentioned during booking.
complaint	Door of the bathroom can't close
comment	Very helpful staff.
request	is there another version for win8 ???
meaningless	22 still no iron and no info from reception.
meaningless	No thanks Skype!
complaint	Not to mention I can no longer more down a line.
meaningless	A token to sample a couple would have been appreciated.
comment	Very quiet.
meaningless	Thanks for reading.
comment	Plus Its pretty good didnt try it though..
comment	Haven't seen anything better.
comment	Great game xx loved playing with my family xx I would recommend it xx
complaint	I had this problem for a long time.
meaningless	I would really like to, theres some must have stuff but seeing the reviews im not even gonna try ill pay 10 dollars more on amazon.
comment	The staff was very helpful and the rooms very clean
comment	I would like to download fifa
complaint	Funny smell in the hallways and a drain smell in the bathroom the view from outer room was none existent but I'm sure other rooms have fantastic views.
comment	Funny smell in the hallways and a drain smell in the bathroom the view from outer room was none existent but I'm sure other rooms have fantastic views.
meaningless	We have been to Paris many times.
request	I need help, is it possible for someone to sell this PDF creator or get licence for it?
comment	I am looking forward to using this in a better, future version!
meaningless	The programming team?
complaint	Adds that have no problem playing and then terrible audio and video quality from the actual programme that also constantly buffers and lags.
bug	Adds that have no problem playing and then terrible audio and video quality from the actual programme that also constantly buffers and lags.
complaint	No breakfast buffet!!
meaningless	It's not.
comment	Nice interior design.
complaint	The lobby had a distinct smell of an unflushed toilet.
comment	Virtualdub have many options.
complaint	Cleaners do a poor job.
meaningless	Greetings,
complaint	Trying to be Snapchat or something clearly and failing.
request	Thanks waiting for your urgent reply
complaint	Completly unuseful
comment	I love this game if only you could put songs like stitches by Shawn Mendes so that you could play piano tiles with any song you look up any way it's an awsome game what I like is that it goes fast but at the beginning it is slow it helps me focus a lot.
request	I love this game if only you could put songs like stitches by Shawn Mendes so that you could play piano tiles with any song you look up any way it's an awsome game what I like is that it goes fast but at the beginning it is slow it helps me focus a lot.
comment	The service is 8 out of 10, the rooms are small, the back of the hotel faces a school which is loud, and the front entrance isn't overly welcoming.
complaint	The service is 8 out of 10, the rooms are small, the back of the hotel faces a school which is loud, and the front entrance isn't overly welcoming.
meaningless	#2. Knock first
complaint	I was happy with the adverts but now they are trying to leverage the popularity of iplayer.
comment	Great to find a high end hotel that is not completely old school on the interior or jarringly contemporary.
comment	better than wondershare,video editor and other softwares.
complaint	However there is a cost in overseas transactions by the bank on each purchase,
comment	The rooms are quiet and very clean.
comment	The manager was really nice, and held our luggage in his office while the check in process happened as it was busy.
complaint	We didn't like the masses of agressive locals who occupied the whole beach area in front of the hotel and forced tourists to rent chairs or purchase their products.
comment	Will definitely come again!
meaningless	I use Instagram for business.
comment	Not to far from main attractions.
comment	it is a beautiful game!!!!!!!!!!!!
comment	I just got a free copy of this game from : http://codblackops3download.tk/
complaint	1. you can not switch from one browser or program while using 1st by the normal alt+>< buttons.
complaint	This new version is terrible.
comment	Couldn't have had a better experience here.
complaint	Room was a bit tired, toilet cistern constantly running, overflow on bath was hanging off.
complaint	Ive waited over 2 months for my items.
comment	I bought a new laptop running under window 7 then I dowloaded VanBasco Karaoke player version 2.53
comment	Love this app so much.
comment	We had an enjoyable stay and will definitely go back in the future.
comment	THANKS SOFTONIC!!!
complaint	Don't think we should have to pay for parking if you are staying in the hotel and the staff should park car for you like other hotels
complaint	Attitude of the staff, tittle is "luxury hotel" but their attitude is just like "motel"...!
complaint	Pathetic that there is also no food after 9:30pm.
comment	Oh, and it is also handy for tourists and those trying to learn a language.
complaint	Beach/water are dirty
comment	Breakfast was good with a good choice that you chose from the night before but if ordering bacon and eggs it would be cold because it was cooked too early so we ate the cereal and yoghurt most mornings
complaint	Breakfast was good with a good choice that you chose from the night before but if ordering bacon and eggs it would be cold because it was cooked too early so we ate the cereal and yoghurt most mornings
complaint	This IS NOT a pdf editor!
complaint	She was complaining about everything while she's trying to give us room cards..
comment	Download this game.
meaningless	Let me establish something here.
comment	Everything has a price!
comment	The St.Germain location is absolutely perfect!
comment	You may take you up to 3-5 minutes waiting for some available employee.
complaint	Current renovations to the ocean pool and the roof to the 'bali wing' are quite extensive and make getting to the beach difficult.
comment	worked well.
comment	Beautiful hotel with outstanding services.
comment	I LOVE it.
comment	i have forgot my password ..
request	i have forgot my password ..
comment	Its working Great Thanks for Sharing i love
comment	Great location, always clean, Pricing is very fair.
comment	The rooms are very modern and cool with all the amenities you expect from this level of hotel.
comment	awesome!!!!!!!!!!
comment	We only stayed 1 night here prior to boarding our cruise ship but the staff was very friendly, accommodating and knowledgeable of local sites, resturants ,etc.
comment	Good quality shower, toiletries etc.
comment	Very easy to use.
comment	We have just returned from a fabulous stay at Hotel Monge with our teenage son.
comment	What a gem.
comment	1. EASY TO CREATE AN ACCOUNT
comment	Still they treat all their guests as family.
comment	The coffee and snacks in the lobby before the kitchen opens are also a nice touch.
complaint	Sheets did not fit the bed so came loose when you moved.
undetermined	Those two events are too far away from each other!
complaint	So much fail
comment	Never experienced a hotel room without a kettle or coffee and tea.
complaint	With no thermostat in the room it got bitterly hot during the night even with the radiators turned right down.
comment	It doesn't have the functionality of Picasa for example (Google's photo editing pc app).
comment	Location was very central.
comment	The breakfast buffet was amazing with a great variety.
complaint	kids indoor club not free, slow response of room service for 5-star hotel, long waiting time for check-in
comment	And it helps to download anything very fast.
comment	The idea is pretty stupid but you've managed to make it entertaining and fun.
comment	I'm a radio DJ and it helps with my live updates on my Listeners messages.
complaint	It was seven pm and his room had not been cleaned.
comment	On the items that do cost they're very inexpensive and you can purchase with other shoppers and get a discount.
comment	I'm still discovering all the different functions that it enables.
complaint	It's the most frustrating thing now that posts are not ordered by upload date.
comment	I use it for my HP ScanJet G4050 photo scanner output (JPG).
comment	it is very good and useful for developing web site.
comment	Just got back from three fantastic nights in Barcelona and wanted to give this hotel a review it really deserves.
complaint	The staff at breakfast were miserable
complaint	Not a 4 star quality.
meaningless	We were in town for a soccer tournament.
comment	I have to stay on Dial-up,and Thunderbird is the hardest worker on my PC.
complaint	Seriously guys, pay someone to build you an app or pull it from the store.
meaningless	But on good apps, he just sends hate on them and makes it sound bad.
complaint	Not only do the videos on the website take forever to load, it's happening on the app too.
comment	Really lovely hotel, great location, friendly staff and very clean.
comment	The staff was wonderful, cute hotel, great breakfast, solid value for the money.
comment	That would make it more fun and interesting.
request	The soda bottles from charizard sgould be x3, lp potuons should be removed and skill leaves should be at a higher rate.
comment	its give very entertainment
meaningless	I don't know if it was an update or what.
meaningless	Correct marking of elevator for hotel service which was near of my room.
comment	* Additional support for Vista / Win7
comment	Loved it all!!!!
comment	I would not have touched the browser if it not built-in within windows.
comment	works great with messenger , I'm a text message person I'm hoping it works as well.
comment	Very modern hotel ....
comment	User friendly interface !!
comment	Its central, and quite accessible.
comment	The bed was comfortable and it was nice to have the pod coffee facility in the room.
comment	Lovely, polite staff
request	I would much rather be able to pick the theme colours.
meaningless	The beaches.
comment	The spa is fabulous but too expensive
complaint	The spa is fabulous but too expensive
complaint	This new layout sucks, guys.
comment	Staff were extremely friendly and attentive.
complaint	Doesnt work for iPlayer.
comment	I also liked the water in my room every day and the fact it was cleaned to high standards.
complaint	The way to screw perfectly good app.
comment	This is a giant step forward towards the universal translators from the sci-fi books, movies, and TV shows of the past.
comment	This app is awesome I was a bit worried because it has remixes but there are a lot of different remixes to choose from and you probably will find a good one I know I have!
comment	Nice employees who are doing what they can for your well-being.
complaint	it's not working on windows 7 64bit
complaint	Staff could be more empowered to make decisions like providing their guests with complimentary breakfasts and upgrades.
complaint	The reception is not efficient when checking in and out.
comment	i like chat voice with my friend on
comment	Lightning fast
comment	We suffered an accident during our stay and [NAME] on reception could not have been more caring as were other staff.
comment	Quiet area no traficnoice in the evening and night
comment	Bustling with life during the day.
comment	(Would stay rather in hotels in quieter area like on Jalan Kartika Plaza in Kuta or in Nusa Dua)
comment	The trip was spectacular and fulfilled all our wildest expectations.
complaint	It wasn't terrible but I was annoyed 20 min into our visit someone blasted in our room and told us we had just checked out.
comment	Okay speed, could be a lot better.
complaint	Okay speed, could be a lot better.
comment	This is a chic, sleek, classy boutique hotel in a beautiful area of town.
comment	This game is totally free, no need at all to pay the game.
complaint	Would be 5 stars but have had issues after booking.
comment	Works really well when operating Facebook and Whats app and google
comment	Location might deter some although we enjoyed it.
complaint	Location might deter some although we enjoyed it.
comment	The staff is exceptional and the restaurant on site is quite good.
comment	Love it so much fun.
complaint	need more hero
comment	My download for Windows does not have the ability to choose Font color, my linux version does.
comment	Check in and check out was easy.
comment	The rooms and lobby area are beautifully decorated and spotless.
comment	Breakfast service by the staff is very good.
complaint	not a very nice room next to cleaning cupboard lot of noise early morning
meaningless	Balanse sa Account0
complaint	It has been a very hard walk for us With 3 bags from Bus station.
comment	Comfortable, well appointed rooms with just enough flair.
complaint	Expensive breakfast 35 USD per person a la catre menu.
comment	This app is amazing.
comment	The hotel was perfect as it offered two single rooms for the price of one larger room (with the same level of services).
comment	Beautiful and functional.
complaint	Room was a bit damp because of the humidity.
comment	The hotel lies very central and you can almost visit every sight by foot.
comment	Nice touch to have tea and croissant for early departures.
complaint	The ship date has already changed once and now its late by about 15 days.
comment	I can't can't find any fault at all.
comment	looks like a good game
meaningless	I called them once more and confused receptionist answered me that they will call me back.
complaint	I for one, and foremost would not prefer this game to my entertainment.
meaningless	We heard somebody putting a key card in our door NO KNOCK first.
meaningless	This let's my friends and feel me.
complaint	With the new update, I can't see any new notifications.
comment	Everything was perfect.
comment	Breakfast was great with lots of options.
meaningless	Our family wants to stay in Barcelona and instead at the Mandarin Oriental!
comment	Many photo effect available
complaint	Car park was too far away with carrying bags, shopping etc.
comment	The pullout sofa bed isn't the most comfortable but worked for my son.
complaint	The pullout sofa bed isn't the most comfortable but worked for my son.
comment	We had never been there before and Hotel Do got good reviews so decided to stay there.
complaint	However, it does mean it's busy and doesn't feel "local"
complaint	Reception too busy to make a complaint.
complaint	Refrigerator door difficult to be opened
comment	Very helpful app, sends a lot of reminders and useful tips.
complaint	too much ads
request	It's a very good app but please just change the pics view that appears while uploading the status Currently it's the flow view , could have been more better if the view was a grid view or same like the view that appears when we want send any image to any contact or else the control directly moves to gallery for selecting the images.....
complaint	Why can't I move the mini-video of myself anymore?
comment	cool and i want to download
comment	This is a very pleasant hotel in a perfect location, just steps from 3 different metro stations.
comment	Fun game.
comment	So sweet to make our stay special.
complaint	Very inconvenient when you're traveling with family or friends.
complaint	Worst experience ever.
comment	We got a room near the lift and predicted there would be corridor noise.
meaningless	No.
comment	This was the perfect spot for our first 4 nights in Europe.
complaint	Each message takes up an annoying amount of space above and below so you have to scroll twice as much to catch up on messages - especially in group chats.
comment	Staff in reception so helpful.
request	OR MAKE GOOGLE TRANSLATE AN OPEN SOURCE, LIKE WIKIPEDIA.
meaningless	All from the same lady each time asking the very same things
complaint	The app is soo anoying I felt like breaking my phone screen.
comment	I've played pointblank before and everythings fine, but when i play this..
comment	Very sofisticated hotel.
complaint	Staff is really slow attending to your queries.
complaint	The beach isn't that nice can't really swim when is in low tide.
comment	It's so addictive!
comment	Bed very comfy view superb location superb.
comment	From the moment we arrived until our 4 am checkout we were blown away by this small but wondeful hotel.
comment	When we arrived our room was ready so we immediately went up to drop off our stuff so we could start exploring Barcelona.
comment	Short walk to the Barcelona cathedral, as well as old town and other classic Barcelona neighborhoods.
comment	The Terrace on the roof of the hotel gives a spectacular view of the sea.
complaint	The temperature in my room could not be regulated and the street was too noisy to keep the window open, so it was too warm at night.
comment	Will never stay again.
comment	She was very polite and helped us in every possible way.
comment	works GREAT!!
comment	Hidden away in the Jewish corridor, this hotel takes you away to another world.
meaningless	Best:
comment	Thanks
comment	Very clean and modern.
meaningless	This time it is pre-cruise.
complaint	Yet another idiot dev who thinks every single thing warrants registering for an account.
comment	You can also Download from here:
complaint	Was ripping off every other messaging app really necessary?
bug	Even though it says my fb page is linked it winds up sharing images direct to my personal page
complaint	Had a real bad time creating a USB boot stick.
meaningless	But its not.
comment	The hotel is located in El Raval, very center and close to the Ramblas.
request	How do I get the first alpha of 7 days to die for free
complaint	The room was outdated.
comment	I love all the different games
meaningless	We almost missed our train due to it, which made us feel not good.
complaint	Bad experience.
comment	Wow!
comment	Lovely location staff are very friendly and helpful hotel is really clean and clean bar area very relaxing and the views from Terrace bar stunning would recommend staying here and would come back again
comment	Good game otherwise!
comment	nice restaurant.
comment	First time in Barcelona and we acclimated well thanks to the welcoming staff at Alma.
complaint	and what made it worse was on our last day we was taken to a room so we could get showered and dressed and that room was what we would have expected it was VERY clean and had a shower and no smell at all, my husband was ill in bed for two days and we still have bad upset tummies now we are home and we put it down to the smell coming from the shower.
comment	The rooms are clean, comfortable, functional and delightfully decorated.
comment	I would definitely recommend it.
comment	Room with a city view is a great choice.
comment	Cosy and very friendly vibe.
meaningless	Learn something from Indian banks.
comment	This was our second visit to H1898, this hotel is a real find.
complaint	Also, why bother with time stamps if chronology has been disregarded?
comment	The camera function is interesting but it's basically a toy.
comment	It is very new, and this shows in the design and quality of the fittings.
comment	Tea in the garden was like milk and honey in the garden of Eden.
comment	When we arrived the reception staff were very welcoming and smiley.
complaint	Hotel is really new and in my opinion there are still some things to refine to be perfect.
comment	This place was great.
comment	very nice software
comment	It also supports many plugins.
complaint	Tv system to old
comment	Over additive game.
comment	good.
comment	Is super compatibility perfect.
comment	I know remaking a song into a piano format is popular, so doing that could definitely boost popularity of the game itself.
complaint	Check-in: we arrived around 14:30, waited for at least 15 min to be assisted and when we checked in they said we have to wait for an hour for the room to be ready though Check-in time is already late (15:00). No information given about the hotel and staff not very helpful.
meaningless	Perhaps the dry season had an effect.
complaint	Cleanliness was poor and could have been better all round.
comment	NICEFIGHTING STYLE NOTHNG MORE
complaint	NICEFIGHTING STYLE NOTHNG MORE
comment	I was very impressed that although my room wasn't ready on arrival, the polite and friendly receptionests offered me a complimentary coffee and because I had to wait, upgraded me to a slightly better room.
comment	After I forced staff to do something they somehow managed to get an iron.
complaint	After I forced staff to do something they somehow managed to get an iron.
complaint	I cant even see how to set up my webcam.
comment	new edition
comment	I like to make change to the photos
comment	However, the villa provided a lot of mosquitoes repellants and coils at night.
comment	however, it's a pretty fun game.
comment	I gave up all of my progress to try to fix it and guess what?
comment	I was traveling to Barcelona with 2 friends for a long weekend.
complaint	the internet was limited and was not very fast as expected.
comment	This is a wonderful small boutique hotel located in an upscale residential part of Barcelona.
comment	The rooms were decorated nicely and were spacious.
comment	I have chosen this hotel due to several things: good location, decent prices, good online reviews.
comment	ABODE PHOTOSHOP CS3 IS BESR PHOOTO SHOPWE THIS PHOTO SHOPE IS BEST FINISHING
complaint	THAT WAS WORST!
comment	All good.
comment	I need it in my work and my kid's homework.
comment	Good game!
comment	Overall a good hotel, with a somewhat special hotel entrance via a mini shopping mall.
complaint	Not a big problem, but it might be nice if breakfast would be delivered to the villa, and not prepared at the villa, for a bit more privacy.
request	Not a big problem, but it might be nice if breakfast would be delivered to the villa, and not prepared at the villa, for a bit more privacy.
bug	Tapping on a friend's comment highlighted beneath a long thread doesn't take me to the comment.
comment	This game is probably one of the many Naruto games for you.
comment	this software will be hopefully helpful to me.
comment	Very comfortable room , great food and atmosphere.
comment	Also Nice Sightseeing Tour a great way to spend the day.
complaint	VERY misleading.
comment	the tool is very useful , not only in capture image but also in giving comments.
meaningless	@Bluebirdjohn
comment	Ensure that you have the credit card you originally booked with as mine had been hacked and replaced which resulted in me having to paid again for the booking and the original amount was refunded.
comment	You earn way more rewards now and allot more music.
comment	After spending alot of money, I expect to sleep soundly in my room.
comment	i think its amazing
complaint	Hate it doesn't even let you watch movies!
comment	Overall staff of the hotel was very good.
complaint	This situation show how receptionists shouldn't behave.
comment	Good selection of food at breakfast.
comment	I don't know if they can receive it as I send it, not sure if they receive a link to click on or my bitmoji,haven't heard back yet...
comment	The location was close to downtown and in a great location.
comment	i just install the software how to use.
comment	It works in Win10.
complaint	Under sheet on bed was stained and looked like it should be replaced!!!
comment	Nusa Dua is a little remote as it's almost a gated area, which makes going to restaurants outside a bit more difficult.
complaint	Nusa Dua is a little remote as it's almost a gated area, which makes going to restaurants outside a bit more difficult.
complaint	Reception staff also extremely rude.
complaint	After returning to our room from breakfast we turned on the tap and there was no water.
comment	If I stay again, I'll be asking for a room close to reception.
comment	Second Life is not a game.
complaint	Breakfast - overpriced and mediocre.
comment	Easy access to interstate.
complaint	I was so uncomfortable all night long
comment	Hard to find anything not to like.
comment	After the reception informed us, we kept it away from the mobile and it worked well.
comment	My wife and I stayed 7 nights at The Wittmore for our 20th anniversary trip in May 2017. We were very pleased with the hotel.
bug	It doesn't remember my page at all.
comment	Breakfast had a nice variety with hot food as well.
comment	Great dining suggestions.
complaint	Even though we asked for a twin bed, the room had actually a double bed (made of two twin) that we had to separate ourselves.
complaint	both of us had restless broken nights sleep trying go get comfy on both nights and backs hurting in the mornings which neither of us usually suffer from
comment	Amazing service in the bar.
comment	And the bus to the airport was great.
comment	The room was fantastic and the service was good.
meaningless	Please note that I don't mean asian guests of the hotel, as they pay the same money for their stay.
request	There should be an option to go back to ordering uploads by date.
meaningless	Alonso train station.
comment	the controls are easy to use and the game is totally playable without paying money.
complaint	Not every IT budget can justify the pricing.
complaint	The room stunk of sewerage and when we told staff they would just laugh.
comment	The villa was so nice that we were sometimes lazy to go out and explore the city.
comment	Free
comment	The roof terrace the view from this was amazing and fresh towels every day.
meaningless	big speed
comment	nice
comment	It's fun to play when your waiting or just board.
comment	easy to walk to anywhere.
comment	Everyone should play this game.
comment	It met and exceeded all of our personal and professional expectations.
comment	Armchairs inside the window in bar were very comfortable and bar was a relaxing friendly place.
complaint	While our stay in Sofitel we understood that reputation means nothing to them,as after the conversation with two managers and later, we got no explanation why all it happens.
meaningless	Like so..
comment	Nice Hotel and central location with a great rooftop pool - third time I have stayed.
bug	I can't use windowed mode?
comment	Best
comment	good game and very good graphics:)
comment	The bigger the item the bigger the shipping.
complaint	My issue with this app is that you don't always get what you pay for.
complaint	The cocktails in the bar were not great.
comment	Each room is inspired by a different landmark in Paris but not in a tacky way, much more modern and artistic.
comment	This is an old historic hotel that goes back to 1800's .
comment	Friendly staff.
comment	On CNET and Softonic the software is named "AZW to PDF Convertor.
comment	I love this app it makes messaging so much more fun , I would however like to see the ability to add moles and or birth marks if I could do this to my avatar I would be so happy thanks
request	I love this app it makes messaging so much more fun , I would however like to see the ability to add moles and or birth marks if I could do this to my avatar I would be so happy thanks
request	Make it so that we can add(contribute with) better translations in the Android app too!
meaningless	and nice restaurants.
bug	And the rest of the likes come one by one very late making my phone sound for no reason even in the middle of the night.
comment	Most things do take a month or longer depending on the item.
comment	The bathroom amenities are ultra luxurious.
complaint	Absolutely terrible.
meaningless	Just recently returned from the Saint James....
comment	The Reason so many downloads is that's people trying to get it to work
complaint	I have stayed at Sofitels before and have always been impressed by the 5 star rating, however not in Bali.
comment	Bar snacks delicious .
complaint	Number of good add-ons is limited
request	Ok, I did NOT try this program, but isn't 22 megabytes a bit too much for a "light-weight" bittorrent client?
comment	My husband and I stayed here for 9 days, and we couldn't have made a better hotel choice.
complaint	The sliding doors between the room and balcony has a serious flaw in keeping noise from neighbours who would party all night till 2am.
comment	i wont to use openGL on the dev c++
comment	I am unknown about this.
comment	Wakes your brain up!
comment	The location is perfect with Marais being a great area to stay in with restaurants, shops, cafes, bars and the metro all close by.
comment	Despite the noise and bustle outside, the rooms are very quiet, and we overlooked Las Ramblas.
comment	We travel often and usually stay at very nice hotels.
complaint	This was so bad experience that i wouln't stay again in this hotel.
comment	So fast.
comment	I am unsure as to whether or not the creators are also reading private dms.
comment	FC5CBFO, on checking this out all antiviruses say the same thing about this program.
comment	The room was clean, quite, black out windows for siesta.
comment	This downloader is great.
comment	When you take some time using it you realize it is a great video editing.
comment	All manner of conveniences are available "barring" a mini-bar (pun intended :) ).
comment	Basically, it's an ok planner.
comment	Takes my mind notes visually and understandable.
complaint	Very disappointing.
comment	Nice breakfast, complimentary mini bar in room, safe for your belongings, toiletries.
complaint	Even the accessories in the app look fake.
complaint	I don't what Microsoft was thinking with this update but I don't like it either way~
complaint	To much muscito's.
complaint	Can't find anything on oracle about windows 2000 not being supported and this page lists windows 2000 as supported, but the x86 downloads for jre7 all result in not a valid win32 application messages.
complaint	I would liked a complete bathroom with the wash basin in the same room.
comment	Brilliant for Energy Assessors to compile photo evidence for audits.
complaint	Breakfast is just soso.
comment	* Feature-Packed
comment	) and the breakfast was really good and the view and walking facilities for the dog in the grounds were terrific.
meaningless	When you phone the staff say parking is around the corner.
complaint	The wether as you understand in Russia was extremely cold, but the heating system was extra hot and we couldn't control it at all.
comment	4. THERE ARE NO CHEATERS ON THAT GAME OR HACKERS
comment	The hotel is very nice, modern, clean.
complaint	There were 4 responsible during our visit;but this lady gave us our room earlier than check-in time;but she was very rude and her attitudes were very bad..
request	Being a new Apple Developer, I needed a fast program that would work fast and has a easy User Interface.
comment	Won't recommend it to anyone.
comment	excited
comment	Reserved a suite for four nights and requested a room on a higher floor with a view of the square in front.
meaningless	The people who gave it 5 or 4 or 3 or 2 stars.
complaint	When checking out, they even put wrong charge from other room onto our bill, wasting our time, 30 mins,for waiting them to check and revise the bill, sooooooo slow.
complaint	Full of ads!
comment	This is good.
complaint	Feels like Skype hired the same person who ruined hangout :/
comment	Bedroom excellent,staff impeccable,the manager on the night we stayed was a man called [NAME] who was the friendliest manager iv ever know,very nice place very nice people.
meaningless	I went to another hotel down the road who still had an open restaurant.
comment	Wonderful staff at breakfast nothing too much trouble.
request	And All-Inclusive choice could be good.
complaint	Free wifi is compromised and actually blacklisted on 3 counts on IP information site.
comment	But seriously, this game is cool.
comment	This hotel has so much to offer and is brilliantly located for all of the hot spots in Barcelona.
comment	The staff was better than fantastic.
complaint	Please make it stop.
comment	This is a really fun game to play in your spare time.
comment	Most of the people I know have this game downloaded to their phone, tablet, or computer.
comment	Just awesome.
comment	The Daum Pot Player has the potential to be a very good video player.
complaint	Listen to the people who gave it 1 star.
comment	It was great.
comment	Beyond thrilled and thoroughly addicted!
comment	Hotel very nice and staff very helpful and friendly.
comment	I loaded it onto my Windows 7 machine and hide a store of files.
comment	This hotel is gorgeous and pretty spacious.
complaint	A bit misleading, I thought I was booking a hotel for $389.00 everything in.....then it said $453.00 taxes & hotel fees!
comment	Have stayed here a couple of times and each time it's been perfect!
complaint	Having the wash basin in the room made it a little difficult.
comment	Totally free and totally worth it.
comment	Spring Spa Escape was fantastic value.
comment	Hotel was one of our favorites.
comment	The rooftop pool is amazing.
comment	Our room was on the upper floor with a view of the Eiffel Tower.
complaint	The room had issues with cleanliness, and maintenance.
meaningless	We also walked further down to the Zocalo and to the cathedral.
request	even if they are planning to renovate the old section in the near future, it would be nice if they kept up with simple maintenance issues - like replacing the missing tiles from the stairs etc..
comment	The best game boy ever
complaint	Limited options
comment	We couldn't have been happier with the hotel.
comment	Wow, this hotel is top notch and it's location in the Gothic Quarter is great.
complaint	Although I do kind've dislike the fact on how you have to put your actual face on here.
comment	The Corner Hotel has a beautiful aesthetic.
complaint	There wasn't any program in the late evening
comment	this place is different!
comment	Helpful staff and mini fridge in the room stocked with sofa, juice and water.
comment	The slow service and understanding appears to be a "thing" among the Balenese people.
complaint	If I want to use the bloody Snapchat I'll download that on my phone.
complaint	Rte is essentially a quango and this is the product of an over fattened civil servant pig.
complaint	Air Con when it works does not suit all people.
request	Also I think it needs more hairstyles I have ombre hair that should be an option.
bug	Plus, lots of graphical lag when trying to show new messages.
comment	Great room and shower.
comment	Old, but stable game.
complaint	Old, but stable game.
bug	Phone froze as if the app had a virus.
comment	These issues need to be resolved.
comment	Worked fast and excellently on a number of jpegs for emailing purposes, reduced file size by 98% with no loss of readability.
comment	Upgrade to a suite - it's so worth the extra luxury.
complaint	* Very dull output picture Quality.
complaint	only complaint is it drains the battery pretty fast, but all app games drain the battery.
comment	Many thanks to the wonderful staff at the hotel but especially [name] and his colleague [name] who did everything to ensure we were well informed about Paris.
comment	Thanks!
complaint	We ordered three of the same thing from the menu we were given but the server delivered something totally different.
comment	Works straight out of the box
complaint	When you order something in the restaurant it takes long time to get it and they always miss something.
comment	A charming hotel in a peaceful part of the city, yet many shops, restaurants and coffee shops close by.
meaningless	The same thing happened the next morning.
complaint	THe Demo is only one hour!
complaint	This chain overbooked for our stay so we arrived at a sister hotel after 8 hours on the road to be told we were bumped to another nearby.
