tag	consumer_complaint_narrative
complaint	La chambre sur rue est assez bruyante et le B&B est assez éloigné du centre : bus ou voiture obligatoire
comment	on y retournera c'est sure 👍
comment	La mienne était spacieuse et élégante.
meaningless	On me dit d'aller dans panneau de configuration.
comment	Personnel très sympathique, confortable et propre.
complaint	Sans explications et forcé Ça coupe tt le temps Merci de nous envoyer mode d'emploi intégral C'est vraiment nul là !!!
bug	Sans explications et forcé Ça coupe tt le temps Merci de nous envoyer mode d'emploi intégral C'est vraiment nul là !!!
comment	Très bon accueil de l'hôte.
meaningless	A bientôt
undetermined	A ajouter !!!
meaningless	Bonjour,
comment	Très kool et pratique
comment	Personnel disponible et très accueillant.
comment	Bon petit dejeuné.
comment	Vraiment trop lent et trop lourd, je pense me retourner vers un autre logiciel de visionneur pdf après avoir télécharger cette nouvelle version.
comment	Petit déjeuner buffet gargantuesque
comment	C'était un régal, il y en pour tous les goûts.
comment	Excellent hôtel.
comment	Cet hôtel offre la possibilité d'une restauration gratuite entre 13:00 et 24:00
complaint	Pas le charme d'un BnB, on est plutôt dans une grande maison-hôtel.
comment	Bel établissement.
comment	interface conviviale et moderne, c'est la grosse difference avec les autres logiciel d'encodage.
complaint	Petit-déjeuner non appétissant (produits du buffet peu frais, pancakes brûlés).
comment	la chambre spacieuse et calme donnant sur le jardin,que le propriétaire parle français, le service rapide du petit déjeuner excellent et un bus pour Cork juste devant l'établissement.
comment	tres bon hotel , bien situe , design moderne, personnel au petit soin ,chambres spacieuses, piscine top, petit déjeuner varié tres diversifié, dans un quartier ideal pour visite et calme malgrè tout, dommage qu il n y est aps de parking
complaint	Mais très inconfortable.
comment	je ne peux pas dire grand chose on me met sur la page d'acceuil pour telecharger d'autres logiciels quand je pourais acceder a telecharger mes
complaint	Repas du soir infâme et petit déjeune très moyen
meaningless	nous sommes heureux de vous montrer les nouvelles fonctionnalité de notre
comment	Super hôtel et le personnel est aux petits soins !
comment	Pour l'instant cette appli me plait avec des configuration de compte sympa.
comment	Du même niveau que Mindjet (payant) pour les fonctions que j'utilise.
comment	Le personnel est très sympathique et très arrangeant.
complaint	Voilà pourquoi j'ai mis 1 étoile.
complaint	puissance de douche un peu faible
comment	Google Earth Pro pour les utilisateurs professionnels
comment	Bel endroit à la Française mais sans chaleur humaine malgré un accueil sympathique du personnel bien formaté comme dans beaucoup d'hôtel de luxe .
complaint	Bel endroit à la Française mais sans chaleur humaine malgré un accueil sympathique du personnel bien formaté comme dans beaucoup d'hôtel de luxe .
comment	Nous avons passé un excellent séjour.
complaint	Manque d'information pour la piscine(casque de bain obligatoire)
comment	Mini appartement très agréable à 10 minutes à pied du centre ville.
complaint	bcp de blem avec cet emulateur :(
comment	personnel posé et serviable
comment	un très bel hôtel avec un patio ...
comment	je ne conseil pas du tout de le telecharger
comment	, la cour est très appréciable pour boire un verre au calme ..
comment	Cool
complaint	Pas de brosse dans les WC.
comment	Les chambres sont grandes.
meaningless	Quel autre hôtel l'aurait fait?
comment	Le personnel est super attentionné, j'ai passé trois semaines avec mon amoureux en attendant de pouvoir trouver un appartement et je suis tombée malade pendant le séjour, les hôtesses se sont super bien occupée de moi, m'ont chouchouté quand j'étais malade et m'ont réservé un rendez vous chez le médecin + taxi car je ne pouvais pas du tout le faire moi même...
complaint	Accueil impersonnel.
meaningless	J'ai pas encore passé assez de temps dessus pour me faire vraiment une idées ont verra plus tard
comment	NEW 2015 VERSION by 4d4m
complaint	La route à sens unique qui oblige un grand détour pour se rendre en ville.
meaningless	cafetière et sélection de thés
complaint	trop proche de la voie rapide donc bruyant
complaint	Obligé de se garer par ses propres moyens.
comment	Cet hôtel est situé un peu à l'écart du centre ville de Madrid (mais facilement accessible en transports en commun) mais est très pratique en venant de l'aéroport et pour rayonner dans les alentours de la capitale espagnole.
comment	Le petit déjeuner est très bon mais la salle est un peu petite.
complaint	Le petit déjeuner est très bon mais la salle est un peu petite.
comment	merciiiii Facebook Messenger pour Windows
comment	Position idéale près de la mairie du 3eme au cœur du Marais.
comment	Les ennemis sont variés et réagisse tous différemment, ce qui est un point fort.
comment	Chouette b&b, plus proche du petit hôtel que de la maison d'hôtes, mais personnel attentif et aidant.
comment	Personnel très accueillant.
comment	Les chambres et salles de bain sont spacieuses et cofortables mais la deco est tres classique.
complaint	Literie très moyenne
complaint	L'insonorisation était mauvaise dans l'une des chambres, nos voisins étant bruyants jusqu'à plus de 23h, nous entendions tout des bruits de la télé jusqu'à leurs rires.
complaint	Maintenant avoir toute la galerie en dossier c'est pas l'idéal.
comment	Rien a redire !
complaint	Loin du centre ville .
comment	L'hôtel est très propre et calme.
comment	Pas de parking .
complaint	Pas de parking .
complaint	NE MARCHE PAS!!!
complaint	La literie commence à être fatiguée.
meaningless	Gentillesse du personnel.
complaint	Salle de bains microscopique et non pratique.
comment	Belle vue mais chambre pas à la hauteur d'un hôtel 4 étoiles.
complaint	Belle vue mais chambre pas à la hauteur d'un hôtel 4 étoiles.
complaint	À part l'emplacement pas grand chose d'attirant dans cet établissement .
comment	La chambre est spacieuse.
complaint	Parking privé très en pente
comment	Le bar est incroyable et la terrasse intérieur...
comment	C'est très bien situé. Très pratique!
comment	Le bâtiment est superbe et l'ambiance du pub très agréable
complaint	Ne pas espérer avoir une place de parking, trop de demandes.
complaint	Ça charge pas même si j'ai une très bonne connection d'Internet..
comment	L'accueil, la propreté et la chambre spacieuse.
complaint	DOMMMMMMAGE!!!
comment	Je recommande.
comment	Endroit calme, frigo, micro ondes, petite salle de bain, belle chambre style motel, parking gratuit mais lors de notre passage l'entretien ménager avait quelque peu négligé pour ce qui est des planchers.
complaint	Endroit calme, frigo, micro ondes, petite salle de bain, belle chambre style motel, parking gratuit mais lors de notre passage l'entretien ménager avait quelque peu négligé pour ce qui est des planchers.
complaint	SdB avec robinetterie vetuste et sale
comment	Hôtel digne d'un 4 étoile ++++ nous sommes restés 3 nuits dans cet hôtel.
comment	Chambre au calme sur le jardin
complaint	Hôtel beaucoup trop surcôté !!
meaningless	La propreté des chambres
comment	l^hôtel est toujours bien situé et très calme.
complaint	Une daube, très mauvais
comment	Service incroyablement prévenant, dévoué, serviable et souriant.
comment	je le recommande fortement.
comment	Très bon logiciel
comment	Le breakfast de qualité
meaningless	La taille et la propreté de la chambre
undetermined	variété du petit-déjeuner
complaint	Fenêtre pas étanche
complaint	Quartier sans charme et sans activités (restaurants, etc).
comment	Les textures sont juste magnifique !!!
comment	Je recommande cet établissement très accueillant, où le personnel est vraiment aux petits soins.
complaint	La salle de bain un peu trop sombre et la toilette pas assez intime.
comment	il es trop cool Call of Duty !!!!!!!!!!!!
complaint	en visitant cette ville j'ai perdu tout espoir
comment	petit dejeuner très copieux
comment	Très bon accueil, toujours disponible pour un renseignement.
complaint	manque cruel de rangement/étagères dans la salle de bains : on n'a pas où poser.
complaint	C nul
meaningless	Le parking
comment	Pas grand chose à signaler, un Mercure en ligne avec ce qu'on attend, chambre propre et fonctionnelle.
comment	[NAME] qui nous a accueillie a été d'une rare gentillesse et d'une grand attention à notre bien être, j'ai l'habitude de voyager à l'étranger ,je peux vous assurer que je reviendrai sans hésitation ,un grand merci pour notre super séjour
comment	J'adore beaucoup whatsp
comment	Le personnel est adorable et disponible
comment	c'est un endroit qui reflete bien l'Irelande, avec un acceuil chaleureux.
complaint	De gros problèmes de chargement ces temps je sais pas ce qu'il ce passe mais c'est ennuyant !!!
bug	De gros problèmes de chargement ces temps je sais pas ce qu'il ce passe mais c'est ennuyant !!!
complaint	Trop cher pour ce que c'est.
comment	Bon petit-déjeuner.
bug	Les personnes connectées n'apparaissent pas.
comment	Très beau séjour de 3 nuits.
meaningless	Gâteaux maison
complaint	Au niveau sonore les chambres ne sont pas trop bien isolées.
comment	Hôtel très bien placé pour aller se promener ou prendre le téléphérique.
complaint	L'option story c'est pas bien il me dérangé
complaint	Y a plus de pub qu'autre chose.
comment	Chambre très propres.
comment	Literie impeccable.
comment	Pour discuter entre amis on peut facilement créé des groupes d amis, le seul truc qui est dommage c le fait que l on ne peut pas envoyer de sms sans wifi...
request	Pour discuter entre amis on peut facilement créé des groupes d amis, le seul truc qui est dommage c le fait que l on ne peut pas envoyer de sms sans wifi...
comment	Une petite piscine Fait le bonheur des fins de journées.
comment	Nous avons apprécié d'être surclassé et de bénéficier du welcome drink grâce à notre carte de fidélité platinum Accor ; le room service est très appréciable ; le personnel est très pro
complaint	Peut mieux faire.
comment	Nettoie bien c'est vrai, même trop bien si on utilise le nettoyeur de registre il fout en l'iar le pare feu de Gdata
complaint	Nettoie bien c'est vrai, même trop bien si on utilise le nettoyeur de registre il fout en l'iar le pare feu de Gdata
complaint	la photo du site est trompeur car pas de vue sur la rivière.
comment	il est ¨la logiciel que je préfère se servir pour tout mes communications
comment	Piscine extérieure.
comment	Cela serait un must.
complaint	GPS indispensable , insuffisance de parking ,
complaint	Génial mais la mise à jour beug depuis qqu semaines !!!!
comment	Pdj très copieux.
comment	La vue sur un centre pour personnes en difficulté qui dormaient dans la rue, juste sous nos fenêtres...
complaint	La vue sur un centre pour personnes en difficulté qui dormaient dans la rue, juste sous nos fenêtres...
complaint	La déco à refaire , les dessus de lit en toile plastifiée, la literie pas au top
comment	c'est mon premier logiciel de formation.
comment	Profitez de la terrasse pour boire un verre et admirez la vue.
complaint	La chambre est mal insonorisée.
comment	Ambiance zen , superbe vue au reveil
comment	Petit déjeuner copieux et varié
complaint	La literie n'est pas confortable
comment	Les Petits déjeuners sont très copieux et variés.
meaningless	60 ans
comment	Le mariage des époques,18éme et 20éme pour le bâtiment, donne une union rassurante !
comment	J'ai aimé le service discret et l’accueille du maitre des lieux.
complaint	Il n'y avait pas de placard pour ranger nos affaires.
comment	Navette gratuite aéroport parfois avec d'autres personnes que celles de l'hôtel.
comment	Un petit-déjeuner réalisé maison avec des produits locaux.
comment	La situation de cet hôtel est top.
complaint	Je vois que je ne suis pas le seul à avoir des problèmes pour lire des vidéos.
comment	Petit-déjeuner très complet et bon café à l'italienne.
complaint	Peu de places de parking et le parking couvert a un accès en montée très étroit.
comment	Je suis de Madagascar, île de l'ocean indien, langue: malagasy.
comment	La propriétaire super gentille, le personnel aussi.
meaningless	chambre
comment	Petit déjeuner sympathique au son d'un piano suivant les heures.
comment	La chambre et salle de bain, très propre, spacieuse, confortable et tranquille.
comment	très beau petit déjeuner avec un choix de produits impressionnant
comment	pour un freeware c'est superbe: logiciel efficace, rapide -pour lez conversions vers .*pdf, convivial et offrant des fonctionnalités très intéressantes(liens, annotations, surlignage,..).
complaint	En plus elle bogue tout le temps!
meaningless	Situation geographique
comment	Petite salle de bain.
complaint	Le manque de place de parking
comment	Nous reviendrons sûrement.
comment	). C'est un peu l'usine (nombreux groupes).
complaint	). C'est un peu l'usine (nombreux groupes).
complaint	Comme lu dans d'autres commentaires, la piscine est minuscule et ne permet pas de se baigner confortablement.
comment	Un hôtel de charme calme et moderne conjuguant des chambres atypique.
comment	J'aime bien mais y a.
comment	En 1 seul mot "EXELLENT"
comment	Hôtel très agréable, propre, bien équipé, belle piscine.
comment	Le 7/8/2010, j'ai installé AVG antivirus free edition version 9.0851.J'ai été satisfait et souhaiterais installer
comment	Le restaurant etait top avec prix en regard mais cela le vaut
comment	Le personnel est extrêmement serviable
meaningless	petit déjeuner
comment	Le personnel est agréable et l'hôtel est idéalement situé au cœur de l'avenue principale de Barcelone.
comment	Mais dans la chambre étaient un grand lit et un autre grand lit converti d'un divan.
comment	L'emplacement très proche du centre.
comment	Un couple tres accueillant qui gère cet établissement, ils sont super sympa 👍
comment	Il suffit de prendre le tram en face pour aller en centre ville
complaint	Un Bug !
comment	A 5 minutes à pieds du centre.
complaint	Installation un peu vieillotte.
comment	tellement passionnée par ce logiciel.
comment	,emplacement excentré ,odeur de friture dans tout l'établissement,
complaint	un peu éloigne du centre ville,
complaint	sans ascenseur et avions 2 grosses valises ,tout simplement inadmissible !
comment	Car des hôtels dans l Europe de cette qualité sont rares.
complaint	Le personnel peu chaleureux
comment	Petit déjeuner à volonté très bon.
complaint	Difficile à trouver même avec un Gps.
complaint	intérêt limité car consomme de la mémoire et du processeur au lieu d'en libérer.
comment	Bon accueil, bon petit déjeuner, à quelques minutes à pied du centre-ville
comment	Éloignement du centre ville de Cork même s'il y a la possibilité des transports en commun et une route nationale très passante, heureusement que l'isolation est bonne.
comment	J'ai aimé la présentation de la table du petit déjeuner,
comment	Le personnel très competent, souriant.
comment	Les chambres (privilèges) sont belles, bien insonorisées et confortables.
comment	Ca marche à peu près bien sur windows XP,
comment	pratique quand vous écoutez de la musique sur plusieurs amplis
comment	Accueil sans plus ni moins
meaningless	Localisation par rapport au centre (15min à pieds)
complaint	Salle de bain microscopique
comment	Chambre compact mais confortable et calme.
complaint	Chambre compact mais confortable et calme.
complaint	Le chauffage dans la salle de bain est insuffisant et l'eau pour la douche et le bain est à peine chaude ,il faut attendre longtemps pour obtenir une température d'eau convenable.
meaningless	Confort, chambre, propreté, situation géographique, Wi fi
meaningless	Pour notre première visite en Corse, nous avons choisi de passer 3 nuits au Castel Brando.
comment	Également proche du centre ville.
comment	Le patio extérieur est très agréable.
request	Kwik Media est-il inclus dans nero 11 platinium ?
comment	Le ménage dans la chambre est effectué à grande vitesse.
comment	Personnel souriant et disponible.
comment	Les serveuses très aimables.
bug	Une appli que j'utilise depuis très longtemps mais depuis 1 mois, il m'est impossible de lire les vidéos.
comment	L'endroit est somptueux et la localisation est parfaite.
complaint	👎👎👎👎
comment	Je l'utilise depuis 2010 et je serai désormais perdue sans lui
complaint	Je n'y ai plus accés ?????
comment	Chambres agréables et confortable
comment	À proximité de beaucoup de très bon restaurants et des belles boutiques.
comment	chambre très spacieuse
comment	Le personnel est adorable, la formule petit déjeuner est tres complete et agréable.
complaint	Un peu austère, un peu loin du centre à pieds, wifi très peu performant
complaint	Très bien au début mais là trop de pubs tuent la pub.
comment	Cet hôtel est idéalement situé dans le centre historique de Moscou, son style architecturale en fait un monument à part entière.
comment	Les chambres sont hyper confortables et spacieuses.
comment	On est à 5 min à pied de l'hyper centre, 2 min de la gare (bus), ce qui est plus que pratique quand on veut prendre le bus pour prendre son avion.
comment	Propreté impeccable.
comment	de la chambre, vue sur une des rues principales : à 100 m à pied
complaint	Wifi très moyen
comment	Chambre très propre et confortable (grande +++). Personnel très gentil.
comment	Avoir messenger
complaint	Correct mais sans plus .
complaint	Mauvaise insonorisation de la chambre (voitures, pluie et vent)
complaint	Chambre ridiculement petite pour 4 personnes; ne devrait pas être vendue pour plus de 2.
comment	Court séjour d'une nuit dans cet hôtel à l'emplacement idéal sur la presqu'île, à deux pas des rues commerçantes, restaurants, magasins, métro, et à cinq/dix minutes à pied de la vieille ville.
comment	Excellent accueil.
meaningless	Mon épouse, ma mère et moi avons passés 1 semaine ici mi Mai.
comment	renseignements fournis d'emblée dans un petit livret dans la chambre
complaint	Pas d'ascenseur et chambre au 3ème étage
comment	petit déjeuner à volonté très convenable
complaint	Dans la nuit de mercredi à jeudi pendant que je bossais sur mon pc, il ya eut un drôle de bug !!!!
comment	Personnel très agréable, hôtel situé à quelques pas du centre historique.
comment	Rien à redire.
comment	On sent bien que l'on est à Cham.
meaningless	La vue sur Cork de la chambre 25
comment	quand j'ai installé malwerbytes il m a demander de faire une analyse
comment	Hôtel silencieux, proche également des autres visites de Lyon
comment	Les motifs possibles sont assez nombreux pour permettre des annotations complètes.
comment	Un hôtel intimiste ou tout est raffiné, décoré avec soins.
meaningless	La salle de bain
comment	5 nuits, quelques repas et petits-déjeuners et aucun point négatif.
complaint	Par rapport au prix, le petit-déjeuner non compris !
comment	- il semble impossible de s'en passer pour installer et jouer à Skyrim.
comment	Bonjour, Je trouve fort dommage que l'on ne puisse pas utiliser une version en liaison avec une autre.
meaningless	Qualité des matériaux et finitions
comment	💕💕💕🙂
comment	chambre très spacieuse.
complaint	L'offre de ce jeu s'élève à 9,99€ sur la page de présentation, la seconde page annonce 19,99 ??
comment	Trop bien on peut mettre sois en compte public sois en priver faire story page d'acceuil ...
comment	A la recherche d'un hôtel à Nice sans avoir réservé, nous avons été très bien accueilli au Villa Rivoli situé dans la rue du même nom à 300 mètres de la villa Masséna et du front de mer.
bug	Ça marche pas pour créée un compte.
complaint	mais on ne peut rien faire contre les abrutis de parents.
comment	Excellent rapport qualité prix
meaningless	A la lecture des avis précédents, il est évident :
comment	Belle chambre mais coté rue trop bruyante aucune insonnorisation
complaint	Belle chambre mais coté rue trop bruyante aucune insonnorisation
comment	Des produits de beauté dans la salle de bain et un vrai sèche cheveux!
comment	Hotel propre et très bonne literie.
comment	C trop cool mais le seul souci c le bug des musical.ly, quelquefois
complaint	C trop cool mais le seul souci c le bug des musical.ly, quelquefois
undetermined	par contre très spacieuse, donc on trouve toujours à se débrouiller
meaningless	Bonjour,
comment	Internet fonctionnelle et rapide.
comment	- tout à fait conforme à la description.
complaint	Chambre mal insonorisée.
comment	Nous avons eu un très bon accueil un très bon ça une très jolie chambre enfin tout pour passer un agréable séjour merci encore lors de mon passage sur sur Bordeaux je reviendrai certainement dans cet établissement et en tout cas le Conseil ré
complaint	insonorisation des fenêtres alors que l'hôtel est proche d'une rocade.
comment	Proximité De la station de bus et du centre ville de cork.
complaint	Localisation de l'établissement un peu difficile à trouver même avec un GPS
comment	Arrivés vers 17h nous avons pris la dernière place (mais sinon parking fermé parfait).
complaint	et bien que nous ayons demandé une chambre au calme nous entendions bien le trafic automobile !
comment	Un B&b cosy, mignon et un personnel très aimable
comment	Un super établissement.
meaningless	Séjour de 3 nuits et 4 jours le we de l'ascension 2017
comment	Compacte et performant peut enregistrer 5 torrents et 1 megauoplad en simultané jusqu'à 500 Ko chacun !
comment	Le lit King size et son confort.
comment	Piscine chauffée et jacuzzi sont excellents au retour de belles randonnées.
complaint	Après avoir réservé une chambre fumeur limite potable niveau hygiène il nous a été reprocher d'avoir fumé et nous avons été menacer d'appeler la police.
comment	Les photos sont ovalisées et grisées, quand aux tutoriels sur Photoscape, mieux ne pas en parler
comment	Confortable, très propre, personnel souriant et chaleureux.
comment	Un hotel impeccable rien à dire.
complaint	Je suis sur Samsung Galaxy S7 edge et j'arrive à lire une vidéo tous les 36 du mois
comment	Très propre
comment	nous avons eu une grande chambre très agréable avec la clim.
meaningless	Le personnel
comment	Excellent petit déjeuner avec une grande variété de produits.
comment	super accueil,et parlant français.
complaint	Nul
comment	Aucun effort du personnel pour parler français,limite aimable
complaint	Aucun effort du personnel pour parler français,limite aimable
complaint	De plus les rideaux étant jaunes il faisait jours dans la chambre très tôt.
meaningless	la situation de l'établissement
meaningless	Le parking.
complaint	Les armoires sont inutilisables à cause de l'odeur
comment	Nous avons bénéficié d'une suite mais le lit était plus petit que celui réservé
complaint	Nous avons bénéficié d'une suite mais le lit était plus petit que celui réservé
comment	Nous avons été surclassés en chambre duplex avec des petites attentions en chambre ( petits canelés et caramels) .
complaint	cela devient vite agaçant et pénible lorsque vous voulez dormir....
comment	Personnel agréable , professionnel et charmant.
comment	Très bon logiciel, lit tous les disque (avec les menus !)
comment	merci beaucoup
comment	Il est excentré du centre ville mais très bien desservi par les taxis et le métro.
complaint	L'hôtel est très ancien et il n'est pas toujours très facile de rejoindre sa chambre en passant par 3 couloirs et 2 ascenseurs...
comment	Lorsque je suis arrivé, quel plaisir que d'être accueilli par un sourire authentique.
comment	L'hotel est tres propre et le personnel est vraiment extremement souriant.
comment	très bon accueil
comment	Rien à dire sur l'établissement, tout était parfait.
comment	Très bel hôtel avec un service au top, j'ai aimé l emplacement et la qualité du service
bug	Énormément de bugs, impossible d'accéder aux notifications et aux messages, de consulter son blog, ou même pire; de faire une recherche.
complaint	L'accueil mériterez un peu plus de professionnalisme.
comment	Personnel charmant
comment	superbe breakfast inclus dans le prix
comment	Les chambres sont décorées avec goût et harmonie.
complaint	salon de l'hôtel trop petit, impossible d'y passer un moment en famille
complaint	La connexion wifi laisse un peu à désirer.
comment	Super application partager des photos pas de pub franchement c super je vous conseil d'installer j'en profite pr vs dire mon installation est [name]
comment	Un accueil chaleureux, nous avons eu droit à des suggestions pour la découverte de là région Bordelaise très sympathique par [name].
comment	Me connecte sur messeger
comment	grand theft auto:san andreas c'est le meilleur jeux pour ,
comment	Bonne situation géographique et bien reçu par les hotes.
comment	Aucune fausse note.
comment	Chambre très propre.
complaint	La salle de bain défraîchie mais et vue de ma chambre qui donne sur le couloir d'en face de l'étage.
comment	Literie comfortable, bouilloire et fer a repasser.
comment	L'accueil y est très chaleureux et les conseils sont adaptés.
comment	Ce produit était en promotion à 19€99 au lieu de 49€99
complaint	Salle d'eau froide mal chauffée
comment	Je suis fier de l'utiliser cette version
bug	Ça déconnecté et ensuite un message, désolé il y a eu un problème avec votre demande et aucun SAV
comment	c'est jeux stratégique trés bon.
comment	Chambre donnant sur cour d'un calme absolu.
comment	Calme et proximité du centre-ville
comment	Dommage, mais le personnel est très sympa.
comment	grace au personnel attentionné,anticipant les problemes ,la chaleur et la qualité de la décoration ,l emplacement ideal a Paris pres du Louvre et de la rue Saint -Honoré ,le calme et la sécurité,le séjour devient un pur bonheur .
comment	Thé et biscuits en libre accès sur le palier.
complaint	Le petit déjeuner se dit être continental, mais en boisson chaude pas de chocolat chaud dommage!!
comment	la série pes est la meilleure série de foot surtout pes 2013 parcequ'il a le réaliste du jeux
comment	Le resto piscine présente le midi des plats à prix raisonnables et de bonne qualité.
comment	L'accueil est très sympathique, les chambres très propres et le petit-déjeuner copieu.
complaint	je trouve que le rapport qualité/prix est vraiment top
request	S'il vois plaît comment on fait la mise a jour sur samsung pour les nouveaux duo merci de répondre
complaint	menage laisse a desirer tentures decrochées pas de rangements odeur d égouts dans la salle d eau ( reception prévenue aucune prise de considération)
meaningless	Breakfast !
comment	tres bon logiciel dans le fonctionnement,mais les photos sont loin d'etre a jour,et la qaulite des vues ariennes sont flouees lorsqu'on fait des zooms de pres.
complaint	tres bon logiciel dans le fonctionnement,mais les photos sont loin d'etre a jour,et la qaulite des vues ariennes sont flouees lorsqu'on fait des zooms de pres.
comment	Que vous dire hormis que tout a été parfait
comment	La facilité pour visiter CORK, l'arrêt de bus pour le centre ville est à la sortie du parking de l'hôtel.
comment	le petit dejeuner et Le patron : checking tres cool ; bons conseils pour diner: decor désuet victorien mais charmant
comment	equipe jeune mais plein de bonne volonté et surtout souriant ..
complaint	Leur café est tellement quelconque ...
comment	Un séjour d'une nuit lors d un week-end découverte!
complaint	2 jours successifs :dans la 1ère chambre, robinet cassé empêchait d'avoir douche chaude, dans la 2ème, les gouttes d'eau sortant de la douche ne permettaient pas de l'utiliser
comment	L'amabilité des habitants
meaningless	Je pense que c'est le seul.
comment	L'hôtel est très bien situé, près du centre ville.
comment	genial tout les option
comment	Il suffit de lancer Wireshark pour se rendre compte que ce logiciel est malveillant!
meaningless	La situation pour se rendre dans le centre de Cork à pied
comment	Les chambres sont décorés avec soin,propres et la literie correcte.
comment	Super hôtel pour notre séjour à Cork, personnel très aimable et efficace.
complaint	On nous a mis dans une chambre minuscule avec une belle vue sur un mur..
comment	Le confort, la propreté
comment	Ma part, je les depuis 5 ou 6 pour son scan a coté d’avast 4 5 et 6 ou antivir il m’avait beaucoup aidé et il a un bon tôt de détection et simple a ce servir !!
meaningless	situation géographique
complaint	Couette sur le lit double trop étroite pour deux!
comment	Excellent buffet petit déjeuner, situation parfaite, personnel charmant, propreté de la chambre, literie confortable,bonne isolation phonique...
complaint	Je suis très déçu depuis que jai fait la mise à jour la qualité de mon musicaly et degueullase de pire en pire c'est pour cela que jai mit que 3☆ étoiles.
comment	Parking gratuit (1er arrivé=1er servi)
comment	Hôtel très bien.
complaint	Quand g réinstaller musically ba g vue que g perdu tt mes musically privée comment sa se fait?
request	Quand g réinstaller musically ba g vue que g perdu tt mes musically privée comment sa se fait?
comment	MOI JE TROUVE CE JEUX TRES BIEN MAIS J'AI TELECHARGER AGE OF EMPIRE II
comment	merci
comment	Ma femme et moi avons vécu les vacances les plus inoubliables de notre vie à Barcelone en grande partie grâce à l'Hôtel exceptionnel dans lequel nous avons séjourné.
comment	L espace piscine est vraiment beau ainsi que le lobby.
complaint	La chambre était située juste à côté de la réception et du hall sans aucune vue et nous profitions de toutes les conversations provenant du hall.
comment	Très bien situé au cœur de Barcelone, très design, belle découverte lors d'un déplacement professionnel
meaningless	donc tres en colere...
comment	Chambre où l'on se sent bien, tout est pensé pour notre confort.
comment	J'étais content
meaningless	N'avoir rester qu'une seule nuit...
comment	C'est vraiment chouette quand on a une chaîne ytb et que l'on veut être avec ses abonnés plus souvent ✨ Enfin bref j'adore 🐼
comment	La gentillesse du personnel
complaint	Mais le reste est décevant.
comment	Le wifi fonctionne tres bien.
comment	Il y a avait beaucoup de choix libanais et autres merveilles.
comment	Bien reçus, joli cadre : beau coucher de soleil en terrasse
comment	Intérieur très cosy, chaleureux et calme.
comment	Le petit déjeuner copieux et fait maison.
meaningless	Confort
meaningless	Chambre de 3 places.
comment	C'est très bien rien a dire cette application est géniale
comment	Petit déjeuner copieux avec vue sur la mer.
comment	La literie est de très bonne qualité et les rideaux occultent la lumière, donc on dort très bien.
comment	Personnel très aimable
comment	Ce petit hôtel (ce n'est pas une chambre d'hôte!) est situé sur la colline en dessus de la gare toute proche mais attirable par des escaliers.
comment	Excellent petit dejeuner que l on peut prendre dans le jardin.
comment	Je dois tout d'abord remercier [name] qui est là répondre à toutes vos demandes.
comment	Proche du centre ville
meaningless	la situation géographique
comment	Le petit déjeuner est énorme
comment	Ces cool
comment	Cette nouvelle maj corrigé le bug de la semaine dernière.
comment	C bien sauf que les iPhone on plus de chosse que nous 😘😠
complaint	C bien sauf que les iPhone on plus de chosse que nous 😘😠
comment	c'est un logiciel indispensable pour jouer aux jeux steam mais malheureusement lourd(il mange autant qu'un jeux a lui tout seul soit 500m de ram)
complaint	c'est un logiciel indispensable pour jouer aux jeux steam mais malheureusement lourd(il mange autant qu'un jeux a lui tout seul soit 500m de ram)
comment	Et ça fonctionne à nouveau!
meaningless	Noooooon 😥 !
complaint	Le petit déjeuner pas inclus dans le prix de la chambre
meaningless	Parking et petit déjeuner.
comment	Toppp
comment	bien;très rapide et efficace dans les recherche.
comment	On a pas testé le petit déjeuner car on devait partir très tôt.
comment	Superbe décoration, personnel très agréable et notamment le monsieur s'occupant du ménage et de l'accès à la pisicine, petit déjeuner excellent et en prime un accès au spa gratuit dans les beaux quartiers de Paris.
comment	chambre un peu petite mais très bien équipée, très belle salle de bains avec baignoire , soin des détails.
complaint	Nul !
complaint	Un peu sonore.
complaint	Hotel tres bruyant et quand ont le signal tout le monde sens fou hotel pas recommander pour se reposer après les visites
comment	La literie est de qualité.
comment	Vraiment très bien !
complaint	Salle de bain vieillotte avec une plomberie obsolète.
comment	les petits déjeuners étaient excellents et servis dans une salle joliment décorée meme la vaisselle était trop jolie!
complaint	Ils sont plagiat snap avec les story, sur snap c'est beaucoup mieux que sur mesenger, si il y avait pas eu les story j'aurais mis 5 étoiles.
comment	Communication plus facile.
comment	Nous avons fait 4 B&B lors de notre séjour en Irlande et à chaque fois, ce fut la même chose : il y a un chauffage dans la chambre mais qui est très light et il n'y en a pas dans la salle de bain où on se douche avec un filet d'eau tiède.
comment	Les chambres sont confortables
comment	Le petit parking vu la taille de l'hôtel si l'on vient en voiture , quelques petits désagréments du genre : télécommande TV qui ne fonctionnait pas, carte d'ouverture porte
complaint	Le petit parking vu la taille de l'hôtel si l'on vient en voiture , quelques petits désagréments du genre : télécommande TV qui ne fonctionnait pas, carte d'ouverture porte
complaint	le manque de place pour se garer et les chambres du 5éme étage qui ne sont pas conformes aux photos de votre site (moins bien) !
comment	C'est un bon hôtel bien situé dans Cork
